RecordNo,endtime,qweek,is_confident,gender,age,region,household_children,employment_status,trust_Vac,worried_COVID,worried_VacSide,believe_VacEffect,freq_facemask,freq_handSanitizer,freq_avoidppl,freq_avoidHospital,freq_avoidCrowd,will_isolate,feel_worried,covid_is_dangerous,will_get_covid,social_outdoors,social_indoors,freq_avoidMixOthers,freq_avoidOvernight,freq_avoidTraveling,had_covid,vac_boost_beyond,covid_impact_future,work_outside,has_disease,vac_mandatory
47887,2022-03-24 05:51:00,50,True,Female,70,Ontario,None,Retired,2,2,4,4,5,4,5,5,5,Yes,Yes,6,1,,,4,5,5,,,3.0,,,Yes
47888,2022-03-24 06:03:00,50,True,Female,71,Alberta,None,Retired,3,5,1,2,4,5,5,1,5,Yes,No,3,7,,,1,5,1,,3.0,3.0,,,Yes
47889,2022-03-24 06:13:00,50,True,Male,69,Manitoba,None,Part time employment,3,3,1,4,5,4,5,1,1,Yes,No,6,3,,,1,1,1,,5.0,3.0,Yes,,Yes
47890,2022-03-24 06:15:00,50,True,Male,24,Ontario,1 or 2,Full time student,3,3,2,4,4,5,4,3,5,Yes,Yes,2,7,,,3,3,1,,,4.0,,,Yes
47891,2022-03-24 06:16:00,50,True,Male,20,Ontario,1 or 2,Full time student,3,4,2,5,5,5,5,2,5,Yes,Yes,2,3,,,5,5,5,,,5.0,,,Yes
47892,2022-03-24 06:48:00,50,True,Female,78,Ontario,None,Not working,2,2,5,5,5,3,1,2,5,Yes,No,7,1,,,1,5,5,,,3.0,,,Yes
47893,2022-03-24 07:42:00,50,False,Female,25,New Brunswick / Nouveau-Brunswick,None,Full time employment,3,5,5,5,5,5,4,1,4,Yes,Yes,7,7,,,5,5,5,,5.0,3.0,Yes,,Yes
47894,2022-03-24 07:55:00,50,True,Male,76,British Columbia / Colombie Britanique,None,Retired,2,3,3,4,5,4,5,5,5,Yes,No,5,2,,,4,5,5,,5.0,3.0,,,Yes
47895,2022-03-24 07:57:00,50,False,Female,59,Ontario,None,Not working,2,5,4,3,4,4,5,4,5,Yes,Yes,7,4,,,4,4,4,,5.0,3.0,,,Yes
47896,2022-03-24 08:09:00,50,True,Male,63,Newfoundland & Labrador / Terre-Neuve-et-Labrador,None,Retired,2,4,4,4,5,3,3,1,3,Yes,No,5,6,,,2,2,2,,3.0,3.0,,,No
47897,2022-03-24 08:09:00,50,False,Male,75,Ontario,None,Retired,2,1,3,1,4,3,1,1,1,Not sure,No,5,4,,,1,1,1,,5.0,3.0,,,No
47898,2022-03-24 08:24:00,50,False,Male,35,Ontario,None,Full time employment,3,2,3,2,5,5,5,5,5,No,No,6,6,,,5,5,5,,5.0,3.0,Yes,,Yes
47899,2022-03-24 08:25:00,50,True,Male,28,Quebec / Québec,1 or 2,Full time employment,2,4,2,3,3,3,4,4,4,Yes,No,5,4,,,4,4,5,,,2.0,No,,Yes
47900,2022-03-24 08:34:00,50,False,Female,60,British Columbia / Colombie Britanique,None,Retired,2,3,2,3,5,1,5,5,5,No,No,4,2,,,4,1,5,,,2.0,,,Yes
47901,2022-03-24 08:34:00,50,False,Male,61,British Columbia / Colombie Britanique,None,Retired,3,5,2,5,4,1,5,1,5,Yes,No,6,4,,,3,5,1,,5.0,3.0,,,Yes
47902,2022-03-24 08:48:00,50,True,Male,31,Quebec / Québec,1 or 2,Part time employment,2,1,1,1,5,5,5,1,4,Yes,No,1,1,,,1,1,5,,1.0,1.0,No,,Yes
47903,2022-03-24 08:50:00,50,True,Male,42,Quebec / Québec,1 or 2,Full time employment,2,5,5,5,5,5,5,5,5,No,No,1,1,,,5,5,5,,5.0,5.0,Yes,,Yes
47904,2022-03-24 08:58:00,50,True,Female,25,British Columbia / Colombie Britanique,More than 3,Full time employment,3,4,4,4,5,5,3,5,5,No,Yes,1,1,,,5,5,5,,,3.0,No,,Yes
47905,2022-03-24 09:10:00,50,True,Female,63,New Brunswick / Nouveau-Brunswick,None,Full time employment,2,3,3,3,5,5,5,5,5,Yes,No,7,4,,,4,5,5,,3.0,3.0,Yes,,Yes
47906,2022-03-24 09:13:00,50,True,Male,42,Ontario,None,Full time employment,2,4,2,5,5,5,5,2,5,Yes,No,4,5,,,3,5,3,,5.0,3.0,No,,Yes
47907,2022-03-24 09:16:00,50,False,Female,46,British Columbia / Colombie Britanique,None,Full time employment,1,5,5,3,1,3,1,1,1,Yes,Yes,5,3,,,1,5,2,,,3.0,Yes,,No
47908,2022-03-24 09:16:00,50,True,Male,49,Quebec / Québec,More than 3,Full time employment,3,5,5,1,4,5,5,5,5,No,No,5,5,,,5,5,5,,5.0,3.0,Yes,,Yes
47909,2022-03-24 09:33:00,50,True,Male,52,Quebec / Québec,None,Full time employment,3,3,4,4,5,5,5,1,3,Not sure,No,3,6,,,1,3,5,,5.0,3.0,Yes,,Yes
47910,2022-03-24 09:38:00,50,True,Male,53,Ontario,None,Full time employment,3,4,3,4,1,5,4,5,4,Yes,No,5,2,,,5,5,5,,1.0,3.0,Yes,,Yes
47911,2022-03-24 09:52:00,50,True,Female,59,British Columbia / Colombie Britanique,None,Retired,3,3,1,3,4,5,3,3,2,Yes,No,5,7,,,1,3,1,,5.0,3.0,,,Yes
47912,2022-03-24 09:56:00,50,True,Male,75,New Brunswick / Nouveau-Brunswick,None,Retired,3,2,2,4,5,4,1,2,4,No,No,5,5,,,1,5,1,,5.0,3.0,,,Yes
47913,2022-03-24 10:05:00,50,False,Male,70,Ontario,None,Retired,2,5,2,2,5,4,5,5,5,Yes,Yes,7,4,,,5,5,5,,5.0,3.0,,,Yes
47914,2022-03-24 10:06:00,50,True,Female,66,Manitoba,None,Retired,2,4,2,4,3,5,5,4,5,Yes,Yes,6,5,,,5,5,1,,1.0,3.0,,,Yes
47915,2022-03-24 10:06:00,50,True,Male,21,Nova Scotia / Nouvelle-Écosse,None,Retired,3,2,2,5,5,5,4,5,5,Not sure,No,2,4,,,4,4,4,,5.0,1.0,,,Yes
47916,2022-03-24 10:11:00,50,True,Male,76,Ontario,None,Retired,3,4,2,5,5,5,5,5,5,Yes,No,2,1,,,5,5,5,,5.0,3.0,,,Yes
47917,2022-03-24 10:13:00,50,True,Male,58,Ontario,None,Full time employment,2,2,2,2,4,4,4,4,4,Yes,No,3,3,,,3,3,4,,,4.0,Yes,,Yes
47918,2022-03-24 10:18:00,50,True,Male,72,Quebec / Québec,None,Retired,3,1,1,5,5,5,5,5,5,Yes,No,2,2,,,5,5,5,,,3.0,,,Yes
47920,2022-03-24 10:36:00,50,True,Male,74,Quebec / Québec,None,Retired,2,5,3,4,5,4,4,2,4,Yes,Prefer not to say,6,5,,,4,5,5,,5.0,3.0,,,Yes
47921,2022-03-24 10:43:00,50,True,Male,73,New Brunswick / Nouveau-Brunswick,None,Retired,2,3,3,2,3,4,5,4,4,No,No,7,2,,,3,1,2,,3.0,1.0,,,Yes
47922,2022-03-24 10:52:00,50,True,Male,54,Quebec / Québec,None,Part time employment,3,3,1,5,5,5,5,5,5,Yes,No,6,4,,,5,4,5,,5.0,3.0,Yes,,Yes
47923,2022-03-24 10:59:00,50,True,Male,33,Ontario,None,Full time employment,1,3,5,1,5,5,5,2,5,Not sure,No,4,4,,,5,5,5,,3.0,1.0,Yes,,Yes
47924,2022-03-24 11:01:00,50,True,Male,41,Quebec / Québec,More than 3,Full time employment,3,3,3,3,4,5,5,5,5,Yes,Yes,6,4,,,4,4,4,,3.0,4.0,Yes,,Yes
47925,2022-03-24 11:02:00,50,False,Male,53,British Columbia / Colombie Britanique,None,Full time employment,1,3,3,2,4,4,4,4,4,Yes,Yes,2,5,,,4,3,4,,2.0,3.0,Yes,,Yes
47926,2022-03-24 11:04:00,50,True,Male,80,Newfoundland & Labrador / Terre-Neuve-et-Labrador,1 or 2,Retired,3,2,2,4,1,3,1,3,5,Not sure,No,5,3,,,4,1,5,,4.0,3.0,,,Yes
47927,2022-03-24 11:19:00,50,False,Female,27,Quebec / Québec,None,Full time employment,1,1,5,1,5,5,5,1,5,Yes,Yes,1,5,,,5,5,5,,,3.0,Yes,,Yes
47928,2022-03-24 11:22:00,50,False,Male,44,Ontario,1 or 2,Full time employment,2,5,3,2,5,5,5,5,5,Yes,No,6,2,,,5,5,5,,5.0,5.0,No,,Yes
47929,2022-03-24 11:26:00,50,False,Male,61,Quebec / Québec,None,Part time employment,0,1,5,1,1,1,1,1,1,No,No,1,1,,,1,1,1,,,1.0,Yes,,No
47930,2022-03-24 11:29:00,50,True,Female,39,Quebec / Québec,1 or 2,Full time employment,2,5,4,4,5,5,5,4,5,Yes,No,5,6,,,4,5,4,,5.0,3.0,Yes,,Yes
47931,2022-03-24 11:29:00,50,True,Female,61,Quebec / Québec,None,Retired,3,5,3,5,5,5,5,4,4,Yes,No,6,4,,,5,3,4,,,3.0,,,No
47932,2022-03-24 11:30:00,50,True,Male,39,Ontario,1 or 2,Full time employment,1,3,4,4,4,5,4,2,2,No,No,4,3,,,1,2,5,,2.0,3.0,Yes,,No
47933,2022-03-24 11:44:00,50,True,Female,64,New Brunswick / Nouveau-Brunswick,None,Retired,3,2,1,5,5,4,3,5,4,Yes,No,2,7,,,4,4,3,,5.0,3.0,,,Yes
47934,2022-03-24 11:45:00,50,True,Female,47,Ontario,1 or 2,Part time employment,3,3,3,3,3,5,4,4,4,Yes,Prefer not to say,5,6,,,4,4,5,,4.0,3.0,Yes,,Yes
47935,2022-03-24 11:46:00,50,True,Female,67,British Columbia / Colombie Britanique,None,Part time employment,2,3,2,3,5,1,1,1,1,Yes,No,3,4,,,1,1,1,,4.0,3.0,No,,Yes
47937,2022-03-24 12:00:00,50,False,Male,40,Alberta,More than 3,Full time employment,0,1,5,1,1,1,1,1,1,No,No,1,1,,,1,1,1,,,1.0,No,,No
47938,2022-03-24 12:01:00,50,False,Female,53,Saskatchewan,None,Full time employment,3,3,1,5,1,3,5,3,5,Yes,No,4,4,,,2,5,1,,5.0,3.0,Yes,,Yes
47939,2022-03-24 12:02:00,50,True,Female,21,Ontario,1 or 2,Full time student,2,5,4,5,5,5,5,5,4,Yes,Yes,7,2,,,3,5,5,,,3.0,,,Yes
47940,2022-03-24 12:11:00,50,True,Male,56,Quebec / Québec,1 or 2,Retired,2,3,3,2,4,4,4,4,3,Not sure,No,4,4,,,3,4,3,,3.0,3.0,,,Yes
47941,2022-03-24 12:12:00,50,True,Female,44,Quebec / Québec,1 or 2,Full time employment,1,3,2,5,5,5,5,5,5,No,Yes,2,6,,,5,5,5,,3.0,3.0,Yes,,Yes
47944,2022-03-24 12:20:00,50,True,Female,27,Quebec / Québec,1 or 2,Full time employment,3,1,1,5,5,5,5,4,5,No,No,2,6,,,4,5,4,,5.0,3.0,Yes,,Yes
47945,2022-03-24 12:23:00,50,True,Female,79,Ontario,None,Retired,3,5,2,4,5,5,5,5,5,Yes,No,7,7,,,4,5,5,,4.0,3.0,,,Yes
47946,2022-03-24 12:24:00,50,True,Female,64,Alberta,None,Unemployed,3,3,1,5,4,4,3,2,4,Yes,No,5,3,,,3,1,3,,4.0,3.0,,,Yes
47947,2022-03-24 12:27:00,50,True,Female,71,Ontario,1 or 2,Retired,2,2,2,4,3,3,5,3,3,No,No,5,2,,,2,5,5,,4.0,2.0,,,Yes
47948,2022-03-24 12:30:00,50,True,Female,34,Ontario,1 or 2,Other,2,4,5,4,5,5,5,5,5,Yes,Yes,7,1,,,4,5,5,,5.0,3.0,,,Yes
47949,2022-03-24 12:32:00,50,False,Female,46,British Columbia / Colombie Britanique,1 or 2,Part time employment,2,2,3,3,5,4,5,4,5,Yes,Prefer not to say,2,3,,,4,5,4,,3.0,3.0,Yes,,Yes
47950,2022-03-24 12:32:00,50,False,Female,71,Alberta,None,Retired,3,3,2,4,5,4,5,5,4,Yes,No,4,5,,,5,5,5,,5.0,4.0,,,Yes
47951,2022-03-24 12:33:00,50,False,Female,63,Ontario,More than 3,Retired,2,5,3,4,5,5,4,4,4,No,No,7,3,,,1,5,3,,1.0,3.0,,,Yes
47952,2022-03-24 12:35:00,50,True,Female,63,Ontario,None,Full time employment,3,3,1,5,5,5,5,3,5,Yes,No,4,4,,,3,4,5,,5.0,3.0,No,,Yes
47954,2022-03-24 12:36:00,50,False,Female,60,Ontario,None,Unemployed,1,5,1,2,1,3,1,4,5,Yes,Yes,1,1,,,1,2,2,,4.0,1.0,,,No
47955,2022-03-24 12:37:00,50,True,Female,59,Quebec / Québec,None,Part time employment,2,2,4,5,5,5,3,1,2,Yes,No,2,5,,,2,1,2,,2.0,3.0,Yes,,No
47956,2022-03-24 12:44:00,50,True,Female,69,Ontario,None,Retired,2,5,1,4,5,5,5,5,5,Yes,Yes,2,5,,,4,5,4,,5.0,3.0,,,Yes
47957,2022-03-24 12:46:00,50,True,Male,73,Alberta,None,Retired,3,3,1,1,5,4,5,1,5,Yes,No,3,2,,,5,5,4,,5.0,3.0,,,Yes
47958,2022-03-24 12:46:00,50,True,Male,56,Quebec / Québec,None,Full time employment,1,3,2,3,2,5,5,3,4,Yes,Yes,4,4,,,4,5,5,,4.0,3.0,Yes,,Yes
47959,2022-03-24 12:48:00,50,False,Male,43,Manitoba,1 or 2,Full time employment,0,1,5,1,1,1,1,1,1,No,Yes,1,7,,,1,1,1,,,1.0,Yes,,No
47960,2022-03-24 12:48:00,50,True,Female,61,Manitoba,1 or 2,Unemployed,1,3,4,3,5,5,5,5,5,Yes,No,3,4,,,5,5,5,,,3.0,,,Yes
47961,2022-03-24 12:50:00,50,True,Female,71,Ontario,None,Retired,2,2,2,3,5,3,5,5,4,Yes,No,2,3,,,3,5,5,,3.0,3.0,,,Yes
47962,2022-03-24 12:50:00,50,True,Female,60,Ontario,None,Full time employment,3,3,3,4,5,4,4,5,4,Not sure,No,3,5,,,2,5,3,,2.0,3.0,Yes,,Yes
47963,2022-03-24 12:50:00,50,True,Female,26,Ontario,None,Full time employment,3,2,3,5,5,4,5,4,4,Yes,No,3,3,,,4,3,3,,2.0,3.0,Yes,,Yes
47964,2022-03-24 12:54:00,50,True,Female,32,Ontario,None,Full time employment,1,2,3,3,3,3,5,4,5,Yes,Yes,1,1,,,2,1,4,,3.0,2.0,Yes,,No
47965,2022-03-24 12:57:00,50,False,Female,47,Saskatchewan,None,Part time employment,2,1,1,4,5,5,5,5,1,Yes,Yes,4,3,,,1,1,5,,5.0,1.0,Yes,,Yes
47966,2022-03-24 12:58:00,50,True,Male,53,Nova Scotia / Nouvelle-Écosse,1 or 2,Full time employment,3,2,3,2,5,4,1,1,4,Yes,No,3,5,,,4,3,3,,2.0,3.0,Yes,,Yes
47967,2022-03-24 12:58:00,50,False,Female,51,New Brunswick / Nouveau-Brunswick,1 or 2,Full time employment,0,1,5,1,1,4,3,1,1,No,No,1,1,,,1,5,1,,,3.0,No,,No
47969,2022-03-24 13:00:00,50,True,Male,69,Quebec / Québec,None,Retired,3,5,1,5,5,5,5,4,4,Yes,No,5,7,,,3,3,3,,5.0,3.0,,,Yes
47970,2022-03-24 13:01:00,50,True,Male,67,Quebec / Québec,None,Retired,3,5,1,5,5,5,5,2,5,Yes,No,7,5,,,1,5,5,,5.0,3.0,,,Yes
47971,2022-03-24 13:02:00,50,False,Male,65,Ontario,None,Retired,0,1,1,1,2,1,5,1,5,Yes,No,7,7,,,1,5,1,,,5.0,,,Yes
47973,2022-03-24 13:05:00,50,True,Male,63,Quebec / Québec,None,Retired,2,3,3,4,5,5,5,1,5,Yes,No,4,4,,,5,5,5,,4.0,3.0,,,Yes
47974,2022-03-24 13:07:00,50,False,Female,68,Ontario,None,Retired,0,1,5,1,4,3,5,1,1,Yes,No,4,6,,,1,1,1,,,2.0,,,No
47975,2022-03-24 13:17:00,50,True,Male,28,Ontario,None,Full time employment,3,2,2,5,5,4,5,1,2,No,Yes,1,3,,,2,3,2,,4.0,3.0,No,,Yes
47976,2022-03-24 13:25:00,50,True,Female,53,British Columbia / Colombie Britanique,None,Not working,2,3,3,2,5,1,5,5,5,No,No,6,6,,,5,5,5,,,3.0,,,Yes
47977,2022-03-24 13:38:00,50,True,Female,70,Ontario,None,Retired,3,3,4,4,5,4,5,4,3,Yes,No,5,2,,,3,5,2,,5.0,3.0,,,Yes
47978,2022-03-24 13:40:00,50,True,Female,45,British Columbia / Colombie Britanique,None,Full time employment,3,5,5,5,5,5,5,4,4,No,No,7,7,,,5,5,4,,1.0,3.0,Yes,,Yes
47979,2022-03-24 13:47:00,50,True,Female,72,Alberta,None,Retired,2,3,2,4,4,5,5,4,5,Yes,No,7,7,,,4,5,5,,5.0,3.0,,,Yes
47980,2022-03-24 13:47:00,50,True,Male,32,Manitoba,1 or 2,Full time employment,1,4,4,4,4,4,4,4,4,Yes,No,2,2,,,4,4,4,,4.0,4.0,Yes,,Yes
47981,2022-03-24 14:01:00,50,True,Male,42,British Columbia / Colombie Britanique,1 or 2,Full time employment,3,3,1,5,3,2,5,1,1,Yes,No,4,4,,,1,1,1,,5.0,1.0,Yes,,Yes
47982,2022-03-24 14:05:00,50,False,Female,22,Ontario,1 or 2,Full time employment,2,3,3,3,5,4,5,3,4,No,No,3,3,,,5,5,5,,,3.0,No,,Yes
47983,2022-03-24 14:09:00,50,True,Male,41,Ontario,1 or 2,Full time employment,0,4,3,3,5,5,4,5,5,Yes,No,3,3,,,4,5,3,,4.0,5.0,Yes,,Yes
47984,2022-03-24 14:12:00,50,True,Male,24,Alberta,More than 3,Part time employment,0,1,1,5,5,5,5,5,5,Yes,Yes,1,1,,,5,5,5,,,3.0,Yes,,No
47985,2022-03-24 14:36:00,50,True,Male,32,Ontario,None,Full time employment,3,3,2,2,5,5,4,4,4,No,Yes,6,5,,,5,5,3,,5.0,4.0,No,,Yes
47986,2022-03-24 14:42:00,50,False,Male,28,Ontario,1 or 2,Not working,1,4,3,3,3,3,4,2,3,Yes,Yes,4,4,,,2,3,3,,2.0,3.0,,,Yes
47987,2022-03-24 15:08:00,50,True,Female,35,Ontario,None,Full time employment,2,4,4,4,5,4,5,5,5,Yes,No,4,6,,,4,5,5,,3.0,3.0,No,,Yes
47988,2022-03-24 15:08:00,50,True,Male,35,Ontario,None,Full time employment,3,2,2,5,5,2,5,4,5,Yes,No,4,1,,,5,5,5,,,1.0,Yes,,Yes
47989,2022-03-24 15:09:00,50,True,Female,59,New Brunswick / Nouveau-Brunswick,None,Full time employment,2,1,2,5,5,5,5,5,5,Yes,No,6,1,,,5,5,5,,5.0,3.0,Yes,,Yes
47990,2022-03-24 15:11:00,50,True,Female,80,Prince Edward Island / Île-du-Prince-Édouard,None,Retired,3,3,1,4,5,5,5,1,5,Yes,No,5,4,,,4,5,4,,5.0,3.0,,,Yes
47991,2022-03-24 23:36:00,50,False,Female,63,Alberta,None,Full time employment,3,5,5,5,5,5,5,4,5,Yes,Yes,5,4,,,5,5,4,,5.0,4.0,Yes,,Yes
47992,2022-03-24 16:34:00,50,True,Male,65,British Columbia / Colombie Britanique,None,Retired,2,4,5,4,3,5,5,5,3,Yes,No,5,5,,,3,4,3,,4.0,3.0,,,No
47993,2022-03-24 16:46:00,50,False,Male,51,Alberta,1 or 2,Full time employment,2,5,1,5,5,5,5,5,5,Yes,Yes,7,4,,,5,5,5,,5.0,5.0,Yes,,Yes
47994,2022-03-24 17:06:00,50,True,Male,32,Ontario,1 or 2,Full time employment,2,2,2,1,3,3,3,3,3,Yes,Yes,5,5,,,3,3,3,,4.0,4.0,Yes,,Yes
47995,2022-03-24 17:21:00,50,True,Male,75,Quebec / Québec,None,Retired,3,4,5,5,5,5,5,5,5,Yes,Yes,7,5,,,5,5,5,,5.0,3.0,,,Yes
47996,2022-03-24 17:29:00,50,True,Female,59,Ontario,None,Retired,3,2,3,5,5,5,5,5,4,Yes,No,1,3,,,4,5,5,,5.0,3.0,,,Yes
47997,2022-03-24 17:35:00,50,False,Female,66,Quebec / Québec,1 or 2,Retired,2,5,4,4,5,5,4,5,3,Yes,Yes,6,2,,,5,5,5,,3.0,3.0,,,Yes
47998,2022-03-24 17:41:00,50,True,Male,48,British Columbia / Colombie Britanique,1 or 2,Part time employment,3,5,2,5,5,4,5,5,4,Yes,No,6,4,,,4,5,5,,5.0,3.0,No,,Yes
47999,2022-03-24 18:01:00,50,True,Male,54,British Columbia / Colombie Britanique,More than 3,Full time employment,2,5,3,5,5,4,5,1,2,No,No,5,5,,,4,5,4,,5.0,3.0,Yes,,Yes
48000,2022-03-24 18:09:00,50,False,Female,56,Yukon,None,Full time employment,2,4,2,5,5,4,5,2,5,Yes,No,7,3,,,4,1,5,,5.0,3.0,No,,Yes
48001,2022-03-24 18:30:00,50,False,Male,19,Manitoba,None,Full time student,2,1,3,3,4,3,4,3,1,No,No,2,5,,,4,4,4,,3.0,2.0,,,No
48002,2022-03-24 18:32:00,50,False,Male,49,Quebec / Québec,None,Unemployed,0,3,5,3,4,3,3,2,2,Yes,Yes,1,7,,,3,2,2,,,3.0,,,No
48003,2022-03-24 18:33:00,50,False,Female,24,Alberta,None,Part time employment,2,2,4,2,5,4,5,1,3,Yes,Yes,5,3,,,2,3,2,,1.0,3.0,Yes,,Yes
48004,2022-03-24 18:34:00,50,True,Female,57,Alberta,None,Not working,2,1,1,4,5,3,1,1,1,Yes,Yes,1,1,,,1,1,1,,5.0,3.0,,,No
48005,2022-03-24 18:35:00,50,False,Male,75,Saskatchewan,None,Retired,3,1,5,5,1,4,1,1,1,No,No,3,4,,,1,1,1,,5.0,1.0,,,No
48006,2022-03-24 18:38:00,50,True,Female,76,Ontario,1 or 2,Retired,3,2,1,5,5,4,5,1,3,No,Yes,4,2,,,3,4,3,,5.0,3.0,,,Yes
48008,2022-03-24 18:44:00,50,True,Female,47,Ontario,None,Full time employment,1,2,3,2,3,4,1,1,1,Yes,No,2,3,,,1,1,1,,,3.0,Yes,,No
48009,2022-03-24 19:02:00,50,False,Female,59,Alberta,None,Other,0,5,5,1,5,5,5,5,5,Yes,Yes,7,4,,,5,5,5,,,3.0,,,No
48010,2022-03-24 19:10:00,50,False,Female,26,Manitoba,None,Unemployed,3,4,1,3,4,4,5,5,5,Not sure,Yes,4,6,,,5,5,2,,5.0,3.0,,,Yes
48011,2022-03-24 19:15:00,50,False,Female,22,Ontario,None,Part time employment,1,3,3,4,3,3,3,3,3,No,Yes,3,3,,,3,3,3,,,4.0,Yes,,Yes
48012,2022-03-24 19:22:00,50,True,Male,39,Quebec / Québec,None,Full time employment,2,2,2,4,4,4,4,2,4,Not sure,No,5,2,,,2,2,3,,4.0,3.0,Yes,,No
48013,2022-03-24 19:49:00,50,True,Female,78,Nova Scotia / Nouvelle-Écosse,None,Retired,2,2,3,4,5,5,4,4,4,Yes,Yes,3,3,,,4,1,3,,4.0,3.0,,,Yes
48014,2022-03-24 19:49:00,50,False,Male,65,Alberta,None,Full time employment,2,3,3,2,1,1,1,1,1,No,No,4,4,,,1,1,1,,5.0,2.0,Yes,,Yes
48015,2022-03-24 19:53:00,50,True,Male,55,Alberta,None,Full time employment,2,3,2,5,5,4,2,4,4,Yes,No,2,4,,,5,5,2,,,3.0,Yes,,Yes
48016,2022-03-24 19:57:00,50,True,Male,70,Quebec / Québec,None,Retired,3,5,1,5,5,5,5,5,5,Yes,No,7,1,,,5,5,5,,5.0,3.0,,,Yes
48017,2022-03-24 19:58:00,50,True,Male,29,British Columbia / Colombie Britanique,None,Full time employment,3,2,2,2,5,5,5,5,5,Yes,No,5,5,,,5,5,5,,1.0,3.0,No,,Yes
48018,2022-03-24 20:00:00,50,True,Male,54,Saskatchewan,None,Full time employment,2,3,3,3,4,4,3,3,3,Yes,No,4,4,,,3,3,3,,,2.0,Yes,,Yes
48020,2022-03-24 20:23:00,50,True,Male,63,British Columbia / Colombie Britanique,None,Not working,2,2,2,4,1,1,5,5,5,Yes,No,4,2,,,5,5,5,,4.0,3.0,,,Yes
48021,2022-03-24 20:25:00,50,True,Male,31,Alberta,None,Part time employment,3,4,2,5,5,5,5,4,4,Yes,No,5,5,,,4,5,5,,5.0,3.0,Yes,,Yes
48022,2022-03-24 20:32:00,50,False,Male,36,Ontario,1 or 2,Full time employment,1,1,5,2,1,2,1,1,1,No,No,1,4,,,1,1,1,,2.0,1.0,Yes,,No
48023,2022-03-24 20:37:00,50,False,Male,25,British Columbia / Colombie Britanique,1 or 2,Full time employment,0,1,1,1,1,1,1,1,1,Not sure,No,1,1,,,1,1,1,,,3.0,Yes,,No
48024,2022-03-24 20:40:00,50,True,Female,20,Manitoba,1 or 2,Full time student,0,5,5,5,5,5,5,5,5,Yes,Prefer not to say,1,1,,,5,5,5,,,5.0,,,No
48025,2022-03-24 20:44:00,50,True,Female,63,Quebec / Québec,None,Retired,3,3,1,1,5,3,4,5,5,Yes,No,5,2,,,4,5,5,,5.0,4.0,,,Yes
48026,2022-03-24 20:50:00,50,True,Female,73,Saskatchewan,None,Retired,3,3,1,4,3,5,5,3,5,Yes,No,1,3,,,2,5,3,,5.0,3.0,,,Yes
48027,2022-03-24 21:00:00,50,True,Male,40,Ontario,None,Full time employment,1,3,3,3,5,5,5,5,5,Yes,No,6,6,,,5,5,5,,,3.0,Yes,,Yes
48028,2022-03-24 21:02:00,50,True,Male,43,Quebec / Québec,1 or 2,Unemployed,2,5,5,4,5,5,5,5,4,No,Yes,4,4,,,5,5,5,,5.0,5.0,,,Yes
48029,2022-03-24 21:05:00,50,False,Female,34,Quebec / Québec,None,Full time student,0,1,5,1,2,2,2,1,3,No,No,1,1,,,2,1,1,,,1.0,,,No
48030,2022-03-24 21:10:00,50,False,Male,44,British Columbia / Colombie Britanique,1 or 2,Full time employment,1,5,5,2,5,5,5,5,3,Not sure,No,7,1,,,3,3,3,,,3.0,Yes,,No
48031,2022-03-24 21:19:00,50,True,Female,66,Quebec / Québec,None,Retired,3,4,2,5,5,4,5,5,5,Yes,No,3,4,,,3,4,4,,4.0,4.0,,,Yes
48032,2022-03-24 21:20:00,50,True,Male,79,Newfoundland & Labrador / Terre-Neuve-et-Labrador,None,Retired,2,2,2,4,5,3,3,2,5,Yes,No,4,2,,,2,5,4,,5.0,3.0,,,No
48033,2022-03-24 21:28:00,50,True,Male,51,British Columbia / Colombie Britanique,1 or 2,Full time employment,3,2,2,4,5,5,5,3,3,Not sure,No,3,3,,,4,4,3,,4.0,4.0,Yes,,Yes
48034,2022-03-24 21:33:00,50,True,Male,45,British Columbia / Colombie Britanique,1 or 2,Full time employment,3,1,1,5,5,5,5,5,5,Yes,No,4,7,,,5,5,5,,5.0,3.0,Yes,,Yes
48035,2022-03-24 21:35:00,50,False,Male,42,British Columbia / Colombie Britanique,None,Unemployed,0,1,5,1,1,1,4,1,3,Yes,No,1,1,,,2,1,1,,,3.0,,,No
48036,2022-03-24 21:39:00,50,False,Female,20,Ontario,1 or 2,Other,1,3,5,2,5,5,5,3,3,Yes,Yes,1,3,,,2,2,1,,,3.0,,,Yes
48038,2022-03-24 21:44:00,50,True,Male,68,British Columbia / Colombie Britanique,None,Full time employment,3,1,4,1,5,5,5,1,5,Yes,No,6,3,,,5,5,5,,5.0,2.0,No,,Yes
48039,2022-03-24 21:45:00,50,False,Female,65,Saskatchewan,None,Retired,2,2,1,4,4,5,5,4,4,Yes,Yes,6,3,,,2,1,4,,5.0,3.0,,,Yes
48040,2022-03-25 17:30:00,50,True,Male,38,Alberta,1 or 2,Unemployed,2,4,2,4,4,4,5,4,5,Yes,No,4,7,,,5,5,5,,5.0,3.0,,,Yes
48041,2022-03-24 21:47:00,50,True,Male,78,Alberta,None,Retired,2,2,2,3,2,2,5,1,3,No,No,5,4,,,2,1,2,,5.0,2.0,,,Yes
48042,2022-03-24 21:48:00,50,True,Female,60,Manitoba,More than 3,Retired,3,3,3,5,5,5,5,5,5,Yes,No,5,4,,,5,5,5,,5.0,2.0,,,Yes
